date,stock,value,change
2008-05-15,SBUX,7.3624149999999995,6.09831149154183
2008-05-15,AAPL,25.100989000000002,-1.11211155863221
2008-05-15,GSPC,1423.569946,0.12503986930894997
2008-05-16,MSFT,24.566651999999998,-1.7672575001266
2008-05-16,IBM,108.144948,-1.0405275704603398
2008-05-16,SBUX,7.811398,0.11730294628439199
2008-05-16,AAPL,24.821838,-2.14262537689593
2008-05-16,GSPC,1425.349976,0.0898045407481042
2008-05-19,MSFT,24.132496,-2.37609901603216
2008-05-19,IBM,107.01966999999999,-1.0356526047968702
2008-05-19,SBUX,7.820561,-1.34738415824644
2008-05-19,AAPL,24.289998999999998,1.2527213360527398
2008-05-19,GSPC,1426.630005,-0.92735894756398
2008-05-20,MSFT,23.559084,-1.7732947511881203
2008-05-20,IBM,105.911318,-1.24620392317277
2008-05-20,SBUX,7.715188,-0.950125907495712
2008-05-20,AAPL,24.594285,-4.14738627286786
2008-05-20,GSPC,1413.400024,-1.6053532343791699
2008-05-21,MSFT,23.141312,0.7787587842901931
2008-05-21,IBM,104.591447,0.8736402700308751
2008-05-21,SBUX,7.641883999999999,2.4580326003378197
2008-05-21,AAPL,23.574265,-0.639773922962186
2008-05-21,GSPC,1390.709961,0.261737896619549
2008-05-22,MSFT,23.321527,-1.4752378778628001
2008-05-22,IBM,105.5052,-0.400962227454188
2008-05-22,SBUX,7.829724000000001,-0.819185963643164
2008-05-22,AAPL,23.423443,2.3270276705265
2008-05-22,GSPC,1394.349976,-1.32104007724385
2008-05-23,MSFT,22.977479000000002,1.3903788139682298
2008-05-23,IBM,105.08216399999999,2.51207997581778
2008-05-23,SBUX,7.765584,3.30383394217357
2008-05-23,AAPL,23.968513,2.90335074186704
2008-05-23,GSPC,1375.930054,0.68462215594573
2008-05-27,MSFT,23.296953,-0.914205389863645
2008-05-27,IBM,107.72191200000002,1.74363318022057
2008-05-27,SBUX,8.022146000000001,1.8275284443838502
2008-05-27,AAPL,24.664403,0.31110828022069204
2008-05-27,GSPC,1385.349976,0.396289031299628
2008-05-28,MSFT,23.083971,0.461315776215456
2008-05-28,IBM,109.600187,0.131243389210631
2008-05-28,SBUX,8.168753,2.80425910784669
2008-05-28,AAPL,24.741135999999997,-0.17111178726797902
2008-05-28,GSPC,1390.839966,0.533493729069327
2008-05-29,MSFT,23.190461,0.0353248691347752
2008-05-29,IBM,109.74403000000001,-0.215876890979846
2008-05-29,SBUX,8.397826,-0.7637690992883169
2008-05-29,AAPL,24.698801,1.10343008148452
2008-05-29,GSPC,1398.26001,0.15161665104046101
2008-05-30,MSFT,23.198653,-1.8361626427189601
2008-05-30,IBM,109.50711799999999,-1.5993133889250901
2008-05-30,SBUX,8.333686,-1.42935550967483
2008-05-30,AAPL,24.971335,-1.40396979176324
2008-05-30,GSPC,1400.380005,-1.05042638051662
2008-06-02,MSFT,22.772688,-1.7625894668209499
2008-06-02,IBM,107.755756,0.376881027125823
2008-06-02,SBUX,8.214568,-1.00391158731657
2008-06-02,AAPL,24.620745,-0.39226270366717597
2008-06-02,GSPC,1385.670044,-0.578782808701603
2008-06-03,MSFT,22.371299,0.842190701577052
2008-06-03,IBM,108.16186699999999,-0.22684149858470998
2008-06-03,SBUX,8.132100999999999,2.08451665811822
2008-06-03,AAPL,24.524167000000002,-0.0971001379985586
2008-06-03,GSPC,1377.650024,-0.0326696179841953
2008-06-04,MSFT,22.559707999999997,2.75961461912539
2008-06-04,IBM,107.91651100000001,0.7212844381153131
2008-06-04,SBUX,8.301616000000001,2.2074979136592203
2008-06-04,AAPL,24.500354,2.28953834707858
2008-06-04,GSPC,1377.199951,1.94961508534064
2008-06-05,MSFT,23.182269,-2.8621874761267
2008-06-05,IBM,108.694896,-2.74772239535516
2008-06-05,SBUX,8.484874000000001,-4.589637984017201
2008-06-05,AAPL,25.061298999999998,-2.000738269792
2008-06-05,GSPC,1404.050049,-3.08892087079725
2008-06-06,MSFT,22.518749,0.800288683887371
2008-06-06,IBM,105.708262,0.736352093273466
2008-06-06,SBUX,8.095449,-0.8488843546540781
2008-06-06,AAPL,24.559888,-2.1708649485698
2008-06-06,GSPC,1360.680054,0.0793688418394379
2008-06-09,MSFT,22.698964,0.649584712324308
2008-06-09,IBM,106.48664699999999,0.0635647772814086
2008-06-09,SBUX,8.026728,1.8264727545271298
2008-06-09,AAPL,24.026726,2.21903725043521
2008-06-09,GSPC,1361.76001,-0.24380720359087898
2008-06-10,MSFT,22.846413000000002,-2.7608403997599
2008-06-10,IBM,106.55433500000001,-2.13594031627151
2008-06-10,SBUX,8.173333999999999,-1.5134460429489398
2008-06-10,AAPL,24.559888,-2.60181153920572
2008-06-10,GSPC,1358.439941,-1.68943435092947
2008-06-11,MSFT,22.21566,4.12978952684729
2008-06-11,IBM,104.278398,0.48681415301374703
2008-06-11,SBUX,8.049635,1.42287196872901
2008-06-11,AAPL,23.920886,-4.17565218947158
2008-06-11,GSPC,1335.48999,0.32796988616889505
2008-06-12,MSFT,23.13312,2.93909338645197
2008-06-12,IBM,104.78604,1.8570880243208001
2008-06-12,SBUX,8.164171000000001,1.96409408867109
2008-06-12,AAPL,22.922033,-0.5136760775102249
2008-06-12,GSPC,1339.869995,1.5046261260593399
2008-06-13,MSFT,23.813024,-0.481593601887767
2008-06-13,IBM,106.732009,0.44391369040939505
2008-06-13,SBUX,8.324523,0.990639343539566
2008-06-13,AAPL,22.804288,2.59325789956697
2008-06-13,GSPC,1360.030029,0.0080870273195957
2008-06-16,MSFT,23.698342,-0.449364769906685
2008-06-16,IBM,107.20580700000001,-1.27061773808577
2008-06-16,SBUX,8.406989,-1.25339761952823
2008-06-16,AAPL,23.395661999999998,2.5955623739135896
2008-06-16,GSPC,1360.140015,-0.677133302338732
2008-06-17,MSFT,23.59185,-1.18055599709223
2008-06-17,IBM,105.843631,-0.7513952351086679
2008-06-17,SBUX,8.301616000000001,-1.93157573176114
2008-06-17,AAPL,24.002910999999997,-1.47715000068118
2008-06-17,GSPC,1350.930054,-0.971182405865701
2008-06-18,MSFT,23.313335000000002,1.65144540667391
2008-06-18,IBM,105.048327,0.692648822479579
2008-06-18,SBUX,8.141264,1.23803871241616
2008-06-18,AAPL,23.648352,1.2027941735643999
2008-06-18,GSPC,1337.810059,0.37523241556072995
2008-06-19,MSFT,23.698342,-2.41963762696985
2008-06-19,IBM,105.775943,-1.8237067383081498
2008-06-19,SBUX,8.242056,-4.224564841588069
2008-06-19,AAPL,23.932793,-3.11221093167019
2008-06-19,GSPC,1342.829956,-1.8542855622741299
2008-06-20,MSFT,23.124928,-0.9210061108082159
2008-06-20,IBM,103.8469,0.5866068221583871
2008-06-20,SBUX,7.893864999999999,-5.39757140513551
2008-06-20,AAPL,23.187954,-1.2038621432490402
2008-06-20,GSPC,1317.930054,0.00530726192849023
2008-06-23,MSFT,22.911946,-0.858063300253933
2008-06-23,IBM,104.456073,0.0
2008-06-23,SBUX,7.4677880000000005,1.6564476656273601
2008-06-23,AAPL,22.908803,0.0519756532019625
2008-06-23,GSPC,1318.0,-0.28148414264036603
2008-06-24,MSFT,22.715347,2.2358496218437596
2008-06-24,IBM,104.456073,0.9071784653439928
2008-06-24,SBUX,7.591488000000001,3.2589131406122203
2008-06-24,AAPL,22.92071,2.38961184012189
2008-06-24,GSPC,1314.290039,0.584340729375338
2008-06-25,MSFT,23.223228,-2.1164025948502903
2008-06-25,IBM,105.403676,-2.76930853910636
2008-06-25,SBUX,7.838888000000001,-4.850968657799419
2008-06-25,AAPL,23.468426,-5.14685134827534
2008-06-25,GSPC,1321.969971,-2.93652260275131
2008-06-26,MSFT,22.731731,-0.43243517178695395
2008-06-26,IBM,102.484723,-0.8915992288919
2008-06-26,SBUX,7.458626,0.42997195462006105
2008-06-26,AAPL,22.260541,1.08759710736589
2008-06-26,GSPC,1283.150024,-0.37174289138306105
2008-06-27,MSFT,22.633430999999998,-0.434308876988207
2008-06-27,IBM,101.57096999999999,-1.2661432690856498
2008-06-27,SBUX,7.490696000000001,-3.73089496623545
2008-06-27,AAPL,22.502646,-1.55799455761779
2008-06-27,GSPC,1278.380005,0.12672249203397198
2008-06-30,MSFT,22.535132,-2.32642080818519
2008-06-30,IBM,100.284936,0.624313107204855
2008-06-30,SBUX,7.211226,-0.7623807657671529
2008-06-30,AAPL,22.152055999999998,4.32393724537351
2008-06-30,GSPC,1280.0,0.38359640625
2008-07-01,MSFT,22.01087,-3.6844159272214103
2008-07-01,IBM,100.911028,-0.142532489115071
2008-07-01,SBUX,7.156249000000001,0.384125817869111
2008-07-01,AAPL,23.109897,-3.7210897132081606
2008-07-01,GSPC,1284.910034,-1.8203620005352101
2008-07-02,MSFT,21.199898,0.38640280250405296
2008-07-02,IBM,100.767197,0.36943966993545
2008-07-02,SBUX,7.183738000000001,-0.7653118752382141
2008-07-02,AAPL,22.249957000000002,1.15352133040078
2008-07-02,GSPC,1261.52002,0.109392160102231
2008-07-03,MSFT,21.281814999999998,0.192460088577959
2008-07-03,IBM,101.139471,1.6396180280594799
2008-07-03,SBUX,7.128760000000001,-3.92030311021832
2008-07-03,AAPL,22.506615,2.9626178792324
2008-07-03,GSPC,1262.900024,-0.8385434158484201
2008-07-07,MSFT,21.322774,-0.691514152895862
2008-07-07,IBM,102.797772,1.9588449835274602
2008-07-07,SBUX,6.849291,2.6086933669485
2008-07-07,AAPL,23.1734,2.50627875063651
2008-07-07,GSPC,1252.310059,1.70803483101306
2008-07-08,MSFT,21.175324,-2.3984520850779
2008-07-08,IBM,104.811421,-2.8091661881008196
2008-07-08,SBUX,7.0279679999999995,-4.04172301296763
2008-07-08,AAPL,23.754189999999998,-2.9518244991725804
2008-07-08,GSPC,1273.699951,-2.2776172659207403
2008-07-09,MSFT,20.667444,0.87198010552249
2008-07-09,IBM,101.867094,2.30896838973339
2008-07-09,SBUX,6.743917,-2.37771313021794
2008-07-09,AAPL,23.053008,1.3658521265424601
2008-07-09,GSPC,1244.689941,0.6989751996396869
2008-07-10,MSFT,20.84766,-0.785857981183501
2008-07-10,IBM,104.219173,-0.86052688213137
2008-07-10,SBUX,6.583566,-2.15726553056505
2008-07-10,AAPL,23.367878,-2.29292535676538
2008-07-10,GSPC,1253.390015,-1.10899439389582
2008-07-11,MSFT,20.683826999999997,-0.396038895510002
2008-07-11,IBM,103.322339,-0.47494375829026
2008-07-11,SBUX,6.441541,-0.426745711934459
2008-07-11,AAPL,22.83207,0.7532737942726999
2008-07-11,GSPC,1239.48999,-0.902785911163356
2008-07-14,MSFT,20.601910999999998,3.97614085411784
2008-07-14,IBM,102.831616,1.3658017394183501
2008-07-14,SBUX,6.414052,-3.0000068599381398
2008-07-14,AAPL,23.004057999999997,-2.4384654220572797
2008-07-14,GSPC,1228.300049,-1.09012574011547
2008-07-15,MSFT,21.421072,4.24474554774851
2008-07-15,IBM,104.236092,2.22403100070175
2008-07-15,SBUX,6.22163,5.59645944872967
2008-07-15,AAPL,22.443112,1.86866687650091
2008-07-15,GSPC,1214.910034,2.50635439232861
2008-07-16,MSFT,22.330342,0.953778495645058
2008-07-16,IBM,106.55433500000001,0.46053217825441206
2008-07-16,SBUX,6.569821000000001,0.348685299036308
2008-07-16,AAPL,22.862499,-0.578676897919168
2008-07-16,GSPC,1245.359985,1.2012559565257
2008-07-17,MSFT,22.543324,-6.03197647338963
2008-07-17,IBM,107.045052,2.66361213968115
2008-07-17,SBUX,6.592728999999999,-0.347473709293984
2008-07-17,AAPL,22.730199,-3.87637169388618
2008-07-17,GSPC,1260.319946,0.0285727446544637
2008-07-18,MSFT,21.183516,-0.8507369598134771
2008-07-18,IBM,109.896317,-0.9469516617194641
2008-07-18,SBUX,6.569821000000001,-1.74336561072212
2008-07-18,AAPL,21.849092000000002,0.6902849784329741
2008-07-18,GSPC,1260.680054,-0.0539434250460448
2008-07-21,MSFT,21.0033,0.624020987178203
2008-07-21,IBM,108.855652,1.04150219044206
2008-07-21,SBUX,6.455285,7.38111485395301
2008-07-21,AAPL,21.999913,-2.5678056090494503
2008-07-21,GSPC,1260.0,1.3492063492063502
2008-07-22,MSFT,21.134365,2.4418665997298796
2008-07-22,IBM,109.98938600000001,-0.36922744527366996
2008-07-22,SBUX,6.931757000000001,1.9167290486380202
2008-07-22,AAPL,21.434998,2.6169631553033104
2008-07-22,GSPC,1277.0,0.40641667971809603
2008-07-23,MSFT,21.650438,-3.74574408148233
2008-07-23,IBM,109.583275,0.370595786628932
2008-07-23,SBUX,7.06462,-5.7068745381917205
2008-07-23,AAPL,21.995944,-4.34861536290509
2008-07-23,GSPC,1282.189941,-2.31244225616648
2008-07-24,MSFT,20.839468,2.830187411694
2008-07-24,IBM,109.98938600000001,-1.13077092729656
2008-07-24,SBUX,6.661451,-0.825315685726718
2008-07-24,AAPL,21.039425,1.94303313897599
2008-07-24,GSPC,1252.540039,0.41675082931221097
2008-07-25,MSFT,21.429264,-2.52293312546805
2008-07-25,IBM,108.745658,-1.7739034693228897
2008-07-25,SBUX,6.606472999999999,-1.3176168282228702
2008-07-25,AAPL,21.448228,-4.76190853622034
2008-07-25,GSPC,1257.76001,-1.85965643795591
2008-07-28,MSFT,20.888618,2.3921592132136302
2008-07-28,IBM,106.81661499999998,1.1168346796984698
2008-07-28,SBUX,6.519425,5.340839107743401
2008-07-28,AAPL,20.426883,1.73575674761539
2008-07-28,GSPC,1234.369995,2.3356008422742005
2008-07-29,MSFT,21.388307,0.45958756810438395
2008-07-29,IBM,108.00958,0.9399943967933159
2008-07-29,SBUX,6.867617,-2.1347579517029
2008-07-29,AAPL,20.781444,1.78252772040288
2008-07-29,GSPC,1263.199951,1.66719916220135
2008-07-30,MSFT,21.486604999999997,-1.94433694853142
2008-07-30,IBM,109.024864,-0.6829093590981209
2008-07-30,SBUX,6.721010000000001,0.136333676039762
2008-07-30,AAPL,21.151879,-0.581678819172531
2008-07-30,GSPC,1284.26001,-1.31437597282189
2008-07-31,MSFT,21.068832999999998,-1.08864596344753
2008-07-31,IBM,108.280323,-1.0470415755963198
2008-07-31,SBUX,6.730173,-1.8379913859569401
2008-07-31,AAPL,21.028843,-1.4407164483561798
2008-07-31,GSPC,1267.380005,-0.557839477671109
2008-08-01,MSFT,20.839468,-0.628926803697674
2008-08-01,IBM,107.146583,0.7264664707039592
2008-08-01,SBUX,6.606472999999999,-2.49652121487517
2008-08-01,AAPL,20.725877,-2.18945138003087
2008-08-01,GSPC,1260.310059,-0.8966086495386719
2008-08-04,MSFT,20.708403,3.67879164800878
2008-08-04,IBM,107.924967,1.02696626258872
2008-08-04,SBUX,6.441541,3.27168607635969
2008-08-04,AAPL,20.272094,4.835874379824809
2008-08-04,GSPC,1249.01001,2.8718741013132503
2008-08-05,MSFT,21.470222,3.09042449584359
2008-08-05,IBM,109.03331999999999,0.6154127930801279
2008-08-05,SBUX,6.652288,2.89255365973331
2008-08-05,AAPL,21.252426999999997,2.20991230789781
2008-08-05,GSPC,1284.880005,0.335434903121565
2008-08-06,MSFT,22.133743,1.36935266665019
2008-08-06,IBM,109.704325,-0.0851661955898233
2008-08-06,SBUX,6.844709,-2.81123711760426
2008-08-06,AAPL,21.722087,-0.3776156499142971
2008-08-06,GSPC,1289.189941,-1.79337382837988
2008-08-07,MSFT,22.436832,2.7017183174523103
2008-08-07,IBM,109.61089399999999,-0.185978776890548
2008-08-07,SBUX,6.652288,4.13223239883781
2008-08-07,AAPL,21.640061,3.65592315104842
2008-08-07,GSPC,1266.069946,2.38928347486419
2008-08-08,MSFT,23.043012,-0.817631826950407
2008-08-08,IBM,109.40704099999999,-1.71570493346951
2008-08-08,SBUX,6.927175999999999,7.804219208520171
2008-08-08,AAPL,22.431205,2.3650847112315296
2008-08-08,GSPC,1296.319946,0.694273047928555
2008-08-11,MSFT,22.854605,0.7885325517548941
2008-08-11,IBM,107.52993899999998,-1.09004525707021
2008-08-11,SBUX,7.4677880000000005,0.36811435996844394
2008-08-11,AAPL,22.961722,1.8264570923731203
2008-08-11,GSPC,1305.319946,-1.20506700661418
2008-08-12,MSFT,23.034821,-0.74679981233629
2008-08-12,IBM,106.35781399999999,0.463186466017431
2008-08-12,SBUX,7.495278,-0.36676424810394304
2008-08-12,AAPL,23.381107999999998,1.45419968976662
2008-08-12,GSPC,1289.589966,-0.291566319460644
2008-08-13,MSFT,22.862797,0.0
2008-08-13,IBM,106.850449,0.906200216341623
2008-08-13,SBUX,7.4677880000000005,3.8036966234178
2008-08-13,AAPL,23.721116000000002,0.0111546185263887
2008-08-13,GSPC,1285.829956,0.552180167126227
2008-08-14,MSFT,22.862797,-0.358298243211453
2008-08-14,IBM,107.81872800000001,-0.456910417269988
2008-08-14,SBUX,7.75184,-1.3593417820801201
2008-08-14,AAPL,23.723762,-1.9964287282936102
2008-08-14,GSPC,1292.930054,0.407593356167752
2008-08-15,MSFT,22.78088,-0.431493427821927
2008-08-15,IBM,107.326093,-1.40076374530842
2008-08-15,SBUX,7.646466,-1.07848514594847
2008-08-15,AAPL,23.250134,-0.199164443525348
2008-08-15,GSPC,1298.199951,-1.50978090739429
2008-08-18,MSFT,22.682582,-0.942714546342211
2008-08-18,IBM,105.822708,-1.62934310847536
2008-08-18,SBUX,7.564,-3.39189582231623
2008-08-18,AAPL,23.203828,-1.06048881244939
2008-08-18,GSPC,1278.599976,-0.9314903193772529
2008-08-19,MSFT,22.46875,-0.10980584144644902
2008-08-19,IBM,104.098493,-0.0407921371157694
2008-08-19,SBUX,7.307436999999999,-1.12852153224174
2008-08-19,AAPL,22.957754,1.33118422647093
2008-08-19,GSPC,1266.689941,0.6197331916761379
2008-08-20,MSFT,22.444078,-0.40307737301572494
2008-08-20,IBM,104.05602900000001,0.3918014207519
2008-08-20,SBUX,7.224971000000001,-0.570701252641707
2008-08-20,AAPL,23.263364000000003,-0.881489022825762
2008-08-20,GSPC,1274.540039,0.249496438142106
2008-08-21,MSFT,22.353610999999997,2.42825644590487
2008-08-21,IBM,104.463722,1.5773657768004798
2008-08-21,SBUX,7.183738000000001,2.2959217053851404
2008-08-21,AAPL,23.0583,1.43439455640703
2008-08-21,GSPC,1277.719971,1.13326709518889
2008-08-22,MSFT,22.896414,-0.646555395093745
2008-08-22,IBM,106.111497,-1.6569279010360198
2008-08-22,SBUX,7.348671,-3.2418923095073997
2008-08-22,AAPL,23.389047,-2.39832773006955
2008-08-22,GSPC,1292.199951,-1.96254341136406
2008-08-25,MSFT,22.748376,-1.40997757378373
2008-08-25,IBM,104.353306,-0.293017070297708
2008-08-25,SBUX,7.110435000000001,-0.0644405018820942
2008-08-25,AAPL,22.828101,0.6316995005410191
2008-08-25,GSPC,1266.839966,0.3686372490082899
2008-08-26,MSFT,22.427629,1.06343831530296
2008-08-26,IBM,104.047533,0.7183649419155329
2008-08-26,SBUX,7.105853,0.5158001439095371
2008-08-26,AAPL,22.972306,0.593183810105965
2008-08-26,GSPC,1271.51001,0.798265363243191
2008-08-27,MSFT,22.666133,1.3788148159194198
2008-08-27,IBM,104.794974,0.9726086672820758
2008-08-27,SBUX,7.142505,2.50160132894552
2008-08-27,AAPL,23.108574,-0.532434411573821
2008-08-27,GSPC,1281.660034,1.4840144418515802
2008-08-28,MSFT,22.978657000000002,-2.3264153340206
2008-08-28,IBM,105.814219,-2.28768498494516
2008-08-28,SBUX,7.321182,-2.62829144255669
2008-08-28,AAPL,22.985536,-2.42316298388691
2008-08-28,GSPC,1300.680054,-1.37236655125949
2008-08-29,MSFT,22.444078,-0.6962237432965639
2008-08-29,IBM,103.393523,-2.72734685711406
2008-08-29,SBUX,7.128760000000001,1.15680707444212
2008-08-29,AAPL,22.428559,-1.97015332104038
2008-08-29,GSPC,1282.829956,-0.409251434724058
2008-09-02,MSFT,22.287817,-0.738013058883251
2008-09-02,IBM,100.573623,-0.0591228576900291
2008-09-02,SBUX,7.211226,1.2071317692719699
2008-09-02,AAPL,21.986682000000002,0.46333048342629707
2008-09-02,GSPC,1277.579956,-0.20350788909840803
2008-09-03,MSFT,22.12333,-2.04460630474706
2008-09-03,IBM,100.514161,-2.82237345641277
2008-09-03,SBUX,7.298275,-5.3358499097389505
2008-09-03,AAPL,22.088553,-3.4379481535073797
2008-09-03,GSPC,1274.97998,-2.99220572859505
2008-09-04,MSFT,21.670995,-2.65655084134347
2008-09-04,IBM,97.677276,-0.582607360999719
2008-09-04,SBUX,6.90885,0.6631349645744251
2008-09-04,AAPL,21.32916,-0.6450886954760601
2008-09-04,GSPC,1236.829956,0.443076509702508
2008-09-05,MSFT,21.095294,1.8323660243843898
2008-09-05,IBM,97.108201,2.5889965771274
2008-09-05,SBUX,6.954664999999999,2.37153047630618
2008-09-05,AAPL,21.191568,-1.41091022618053
2008-09-05,GSPC,1242.310059,2.05101615457499
2008-09-08,MSFT,21.481837,-0.0765716637734377
2008-09-08,IBM,99.62232900000001,-1.91832194567544
2008-09-08,SBUX,7.119597,-3.21749952981889
2008-09-08,AAPL,20.892574,-3.95136568620027
2008-09-08,GSPC,1267.790039,-3.41381677317312
2008-09-09,MSFT,21.465388,1.3026831846692
2008-09-09,IBM,97.711252,2.6077876885663103
2008-09-09,SBUX,6.890524,0.13297972694094098
2008-09-09,AAPL,20.067032,-0.0461503225788556
2008-09-09,GSPC,1224.51001,0.61494221676473
2008-09-10,MSFT,21.745014,3.4039297468376
2008-09-10,IBM,100.259354,0.98271528859043
2008-09-10,SBUX,6.899686999999999,3.7848673425330697
2008-09-10,AAPL,20.057771,0.685968545557726
2008-09-10,GSPC,1232.040039,1.38063776026357
2008-09-11,MSFT,22.485198999999998,1.0241448163300602
2008-09-11,IBM,101.244618,-0.192949515597957
2008-09-11,SBUX,7.160831,-1.9194001366601101
2008-09-11,AAPL,20.195361,-2.43038983061505
2008-09-11,GSPC,1249.050049,0.212153388258673
2008-09-12,MSFT,22.71548,-2.8964565133556497
2008-09-12,IBM,101.049267,-3.177270944479
2008-09-12,SBUX,7.023386,-1.63078036719041
2008-09-12,AAPL,19.704535,-5.76071447511956
2008-09-12,GSPC,1251.699951,-4.7135897027769404
2008-09-15,MSFT,22.057536,-3.0947064984955697
2008-09-15,IBM,97.838658,0.746593437534682
2008-09-15,SBUX,6.90885,6.29973150379586
2008-09-15,AAPL,18.569413,-0.341976345725095
2008-09-15,GSPC,1192.699951,1.75232882188656
2008-09-16,MSFT,21.37492,-5.46363682296822
2008-09-16,IBM,98.569115,-3.9465769779915396
2008-09-16,SBUX,7.344089,-2.8072372216622203
2008-09-16,AAPL,18.50591,-8.61452368459589
2008-09-16,GSPC,1213.599976,-4.71407070957292
2008-09-17,MSFT,20.207072,2.8083039442824704
2008-09-17,IBM,94.679009,3.2744259078588396
2008-09-17,SBUX,7.137923,2.88831919313224
2008-09-17,AAPL,16.911714,4.897126335036179
2008-09-17,GSPC,1156.390015,4.334177427154629
2008-09-18,MSFT,20.774548,-0.39588346278339404
2008-09-18,IBM,97.77920300000001,3.24009288560063
2008-09-18,SBUX,7.344089,0.6862117275539571
2008-09-18,AAPL,17.739902,5.086132944815589
2008-09-18,GSPC,1206.51001,4.02565628112775
2008-09-19,MSFT,20.692304999999998,0.95389083043188
2008-09-19,IBM,100.94734,-2.22128686105052
2008-09-19,SBUX,7.394485,-5.45229316172796
2008-09-19,AAPL,18.642177,-6.99737482376657
2008-09-19,GSPC,1255.079956,-3.8236599804323594
2008-09-22,MSFT,20.889687,0.15748440845477
2008-09-22,IBM,98.70501,-0.731432983999503
2008-09-22,SBUX,6.991316,-1.31061162161745
2008-09-22,AAPL,17.337714000000002,-3.21250540872919
2008-09-22,GSPC,1207.089966,-1.5632633466857901
2008-09-23,MSFT,20.922585,1.1006240385688502
2008-09-23,IBM,97.983049,0.9535353405873291
2008-09-23,SBUX,6.899686999999999,-1.12881932180402
2008-09-23,AAPL,16.780739,1.47428548885719
2008-09-23,GSPC,1188.219971,-0.197772807843167
2008-09-24,MSFT,21.152864,3.4603493881490497
2008-09-24,IBM,98.91735200000001,3.1341245366131605
2008-09-24,SBUX,6.821802000000001,0.26863869693081194
2008-09-24,AAPL,17.028135,2.50175371524833
2008-09-24,GSPC,1185.869995,1.9656504590117299
2008-09-25,MSFT,21.884826999999998,2.96880573924573
2008-09-25,IBM,102.017545,-0.574475694352381
2008-09-25,SBUX,6.840128,0.200931912385265
2008-09-25,AAPL,17.454137,-2.79694149301107
2008-09-25,GSPC,1209.180054,0.338242926392169
2008-09-26,MSFT,22.534545,-8.72262563987869
2008-09-26,IBM,101.43147900000001,-4.15340685311313
2008-09-26,SBUX,6.853872,-5.28073766186471
2008-09-26,AAPL,16.965954999999997,-17.9195217716893
2008-09-26,GSPC,1213.27002,-8.80677625249489
2008-09-29,MSFT,20.568941,6.71731228165807
2008-09-29,IBM,97.21861700000001,2.18416910826863
2008-09-29,SBUX,6.491937,4.94000480904235
2008-09-29,AAPL,13.925737,7.98023831700972
2008-09-29,GSPC,1106.420044,5.4174670212319604
2008-09-30,MSFT,21.950620999999998,-0.7868160085311631
2008-09-30,IBM,99.342036,-5.83960550194481
2008-09-30,SBUX,6.812639,-0.47074268869963704
2008-09-30,AAPL,15.037044,-3.99436884004596
2008-09-30,GSPC,1166.359985,-0.45439881924619896
2008-10-01,MSFT,21.777910000000002,-0.8685773795557009
2008-10-01,IBM,93.540853,-4.894214509675259
2008-10-01,SBUX,6.780569,-4.25675190385939
2008-10-01,AAPL,14.436409,-8.26612767759628
2008-10-01,GSPC,1161.060059,-4.029079257130819
2008-10-02,MSFT,21.588752,0.266666641962453
2008-10-02,IBM,88.962763,-1.24116423857024
2008-10-02,SBUX,6.491937,-3.5991569234267002
2008-10-02,AAPL,13.243077,-3.02697779375593
2008-10-02,GSPC,1114.280029,-1.3506523143474498
2008-10-03,MSFT,21.646322,-5.357145661974361
2008-10-03,IBM,87.858589,-2.7262183780347202
2008-10-03,SBUX,6.258282,-5.05124249754167
2008-10-03,AAPL,12.842212,1.10230231365126
2008-10-03,GSPC,1099.22998,-3.85178404613747
2008-10-06,MSFT,20.486697,-6.744278982600269
2008-10-06,IBM,85.46337199999999,-4.939376836195991
2008-10-06,SBUX,5.9421610000000005,-5.31998375675112
2008-10-06,AAPL,12.983772,-9.15019918710834
2008-10-06,GSPC,1056.890015,-5.7394841600429
2008-10-07,MSFT,19.105017,-0.9470496676344259
2008-10-07,IBM,81.242014,-5.33193822595289
2008-10-07,SBUX,5.626039,-6.10747632570624
2008-10-07,AAPL,11.795731,0.706594614611005
2008-10-07,GSPC,996.2299800000001,-1.1332702515136
2008-10-08,MSFT,18.924083,-3.0856184682766403
2008-10-08,IBM,76.91024,-1.71176425921959
2008-10-08,SBUX,5.282430000000001,-4.50996984342433
2008-10-08,AAPL,11.879078999999999,-1.16939200421178
2008-10-08,GSPC,984.9400019999999,-7.61670953029279
2008-10-09,MSFT,18.340158,-3.5874391049411805
2008-10-09,IBM,75.59371800000001,-1.4044936908646202
2008-10-09,SBUX,5.044194,0.635780463637997
2008-10-09,AAPL,11.740166,9.082716547619519
2008-10-09,GSPC,909.919983,-1.17592889483778
2008-10-10,MSFT,17.682216,18.604647743246698
2008-10-10,IBM,74.532009,5.0826189322227995
2008-10-10,SBUX,5.076264,5.95666419240606
2008-10-10,AAPL,12.806492,13.9049553929366
2008-10-10,GSPC,899.2199710000001,11.5800369607227
2008-10-13,MSFT,20.97193,-5.4901909361704
2008-10-13,IBM,78.320187,1.50742872970924
2008-10-13,SBUX,5.37864,-3.7478619130486397
2008-10-13,AAPL,14.587229,-5.60493017556659
2008-10-13,GSPC,1003.349976,-0.532213696888552
2008-10-14,MSFT,19.820531,-5.97510732684204
2008-10-14,IBM,79.50080799999999,-5.67307441705499
2008-10-14,SBUX,5.177055999999999,-10.442479277798
2008-10-14,AAPL,13.769625,-5.8897028786187
